Main Category,Capric acid,Lauric acid,Myristic acid,Palmitic acid,Palmitoleic acid,Stearic acid,Oleic acid,Linoleic Acid,Linolenic Acid,Stearidonic acid,Eicosenoic acid,Arachidonic acid,Eicosapentaenoic acid,Erucic acid,Docosapentaenoic acid,Docosahexaenoic acid,Butyric acid,Caproic acid,Caprylic acid,Alcohol,Caffeine,Calcium,Carbohydrate,"Carotene, alpha","Carotene, beta",Cholesterol,Choline,Copper,"Cryptoxanthin, beta",Energy,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fatty acids, total saturated",Dietary Fiber,"Folate, DFE","Folate, food",Folate,Folic acid,Iron,Lutein + zeaxanthin,Lycopene,Magnesium,Niacin,Phosphorus,Potassium,Protein,Retinol,Riboflavin,Selenium,Sodium,"Sugars, total",Theobromine,Thiamin,Total Fat,Vitamin A,Vitamin B12,"Vitamin B-12, added",Vitamin B6,Vitamin C,Vitamin D,Vitamin E,"Vitamin E, added",Vitamin K,Water,Zinc,Creatine
Rice,0.005,0.001,0.005,0.151,0.002,0.015,0.277,0.246,0.017,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,10.286,41.054,0.0,0.0,0.0,6.414,0.126,0.0,191.714,0.28,0.263,0.186,1.243,88.143,7.143,54.714,47.571,1.271,0.0,0.0,31.571,2.413,95.143,80.857,3.929,0.0,0.038,9.443,57.571,0.174,0.0,0.237,0.837,0.0,0.0,0.0,0.153,0.0,0.0,0.149,0.0,0.129,53.663,0.83,0.0
Rice and Wheat cereal bar,0.0,0.0,0.0,0.0,0.017,0.0,6.477,1.967,0.082,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,72.73,0.0,0.0,0.0,22.4,0.185,0.0,409.0,6.567,2.049,0.0,1.8,15.0,15.0,15.0,0.0,2.56,0.0,0.0,46.0,9.091,136.0,143.0,9.09,0.0,0.773,24.9,500.0,31.8,0.0,0.682,9.09,0.0,0.0,0.0,0.909,0.0,0.0,2.94,0.0,1.2,7.5,1.78,0.0
Rice and vermicelli mix,0.0,0.0,0.006,0.298,0.016,0.036,0.32,0.395,0.016,0.0,0.005,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,50.5,76.055,0.0,15.0,0.5,13.45,0.171,0.5,358.5,0.351,0.42,0.348,1.2,187.5,21.0,119.0,98.0,2.605,66.5,1.0,31.5,5.625,140.0,170.5,10.53,2.0,0.092,32.65,1270.5,1.965,0.0,0.598,1.345,3.5,0.01,0.0,0.292,2.05,0.0,0.095,0.0,0.55,8.115,1.185,0.0
Rice bowl with chicken,0.0,0.0,0.006,0.245,0.038,0.075,0.465,0.384,0.019,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,22.46,107.0,287.0,16.0,13.4,0.03,43.0,126.0,0.503,0.415,0.327,0.7,22.0,13.0,18.0,5.0,0.35,97.0,53.0,14.0,2.27,94.0,123.0,5.65,2.0,0.055,7.1,333.0,4.07,0.0,0.073,1.56,32.0,0.32,0.32,0.16,3.0,0.0,0.23,0.0,3.8,69.09,0.38,0.0
Rice cake,0.0,0.0,0.015,0.737,0.015,0.077,1.566,1.49,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,81.1,0.0,0.0,0.0,18.9,0.445,0.0,392.0,1.582,1.52,0.875,4.2,21.0,21.0,21.0,0.0,1.49,0.0,0.0,131.0,7.81,360.0,428.0,7.1,0.0,0.16,24.6,71.0,0.88,0.0,0.06,4.3,0.0,0.0,0.0,0.15,0.0,0.0,1.24,0.0,1.9,5.8,3.0,0.0
Rice crackers,0.0,0.0,0.0,0.0,0.015,0.0,3.0,1.582,0.059,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.64,0.0,0.0,0.0,33.4,0.301,0.0,416.0,3.021,1.641,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,156.0,5.537,362.0,243.0,10.0,0.0,0.101,25.5,233.0,0.0,0.0,0.436,5.0,0.0,0.0,0.0,0.554,0.0,0.0,1.26,0.0,2.1,0.11,2.2,0.0
Rice flour,0.0,0.0,0.008,0.345,0.005,0.026,0.436,0.313,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,80.13,0.0,0.0,0.0,5.8,0.13,0.0,366.0,0.442,0.379,0.386,2.4,4.0,4.0,4.0,0.0,0.35,0.0,0.0,35.0,2.59,98.0,76.0,5.95,0.0,0.021,15.1,0.0,0.12,0.0,0.138,1.42,0.0,0.0,0.0,0.436,0.0,0.0,0.11,0.0,0.0,11.89,0.8,0.0
Rice mix,0.014,0.016,0.066,0.574,0.009,0.163,0.454,0.468,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.009,0.006,0.0,0.0,122.5,75.01,0.0,2.0,4.5,53.9,0.36,0.0,358.5,0.465,0.618,0.877,1.8,210.0,126.5,175.0,49.0,4.74,50.0,0.0,135.0,6.14,384.5,342.0,9.65,5.0,0.487,14.15,1166.5,3.505,0.0,0.46,2.195,5.0,0.28,0.0,0.426,1.05,0.0,0.985,0.0,10.5,8.135,3.42,0.0
Rice noodles,0.0,0.0,0.0,0.021,0.0,0.002,0.026,0.019,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.01,0.0,0.0,0.0,1.6,0.038,0.0,108.0,0.026,0.023,0.023,1.0,1.0,1.0,1.0,0.0,0.14,0.0,0.0,3.0,0.072,20.0,4.0,1.79,0.0,0.004,4.5,19.0,0.03,0.0,0.018,0.2,0.0,0.0,0.0,0.006,0.0,0.0,0.03,0.0,0.0,73.82,0.25,0.0
Roast beef,0.0,0.0,0.085,0.748,0.124,0.429,1.333,0.178,0.018,0.0,0.011,0.037,0.007,0.0,0.012,0.001,0.0,0.0,0.0,0.0,0.0,5.0,0.64,0.0,0.0,51.0,43.9,0.086,0.0,115.0,1.521,0.27,1.318,0.0,5.0,5.0,5.0,0.0,2.05,0.0,0.0,20.0,5.581,242.0,647.0,18.62,3.0,0.213,14.7,853.0,0.29,0.0,0.043,3.69,3.0,2.04,0.0,0.46,0.0,0.0,0.49,0.0,1.6,73.72,3.2,0.0
Rolls,0.011,0.012,0.047,0.647,0.027,0.343,1.389,1.324,0.112,0.0,0.008,0.002,0.001,0.0,0.0,0.001,0.009,0.006,0.005,0.0,0.0,140.077,49.34,0.077,1.385,4.538,16.492,0.17,0.0,276.154,1.437,1.441,1.12,3.892,113.846,34.308,81.154,46.769,3.083,41.385,0.0,39.846,4.226,133.0,159.692,9.506,7.692,0.303,26.577,486.308,5.848,0.0,0.476,4.637,7.769,0.072,0.0,0.098,0.331,0.0,0.379,0.0,3.392,34.487,1.18,0.0
Rutabagas,0.0,0.0,0.0,0.025,0.0,0.003,0.026,0.037,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,7.73,0.0,1.0,0.0,14.65,0.03,0.5,33.5,0.026,0.092,0.028,2.05,18.0,18.0,18.0,0.0,0.31,16.0,12.0,15.0,0.708,47.0,260.5,1.005,0.0,0.04,0.7,8.5,4.205,0.0,0.086,0.17,0.0,0.0,0.0,0.101,21.9,0.0,0.27,0.0,0.25,90.485,0.18,0.0
Rye flour,0.0,0.0,0.002,0.17,0.006,0.005,0.174,0.598,0.098,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,75.43,0.0,0.0,0.0,20.6,0.331,0.0,349.0,0.189,0.695,0.18,11.8,34.0,34.0,34.0,0.0,2.54,210.0,0.0,63.0,1.727,225.0,374.0,10.88,0.0,0.114,14.4,2.0,1.1,0.0,0.287,1.52,0.0,0.0,0.0,0.268,0.0,0.0,1.43,0.0,5.9,10.97,2.17,0.0
SCHIFF,0.002,0.002,0.016,1.039,0.022,0.471,7.704,3.075,0.599,0.0,0.17,0.003,0.0,0.007,0.0,0.0,0.006,0.001,0.001,0.0,0.0,429.0,56.46,0.0,0.0,2.0,42.3,0.269,0.0,422.0,7.907,3.678,2.073,2.3,55.0,55.0,55.0,0.0,10.28,0.0,0.0,336.0,4.039,560.0,294.0,16.8,1.0,0.319,5.9,168.0,36.4,0.0,1.47,14.29,1.0,4.2,4.2,1.68,16.8,0.0,2.48,0.0,4.6,10.28,1.44,0.0
Salad Dressing,0.014,0.125,0.065,1.014,0.04,0.558,5.194,3.512,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,21.0,27.75,0.0,0.0,17.0,8.0,0.01,0.0,206.5,5.244,3.791,1.79,1.15,0.0,0.0,0.0,0.0,0.19,0.5,0.0,3.5,0.125,17.5,49.5,0.1,0.0,0.012,0.95,1194.0,24.515,0.0,0.005,11.35,0.0,0.05,0.0,0.01,0.0,0.0,0.94,0.0,32.1,57.85,0.115,0.0
Salad dressing,0.011,0.011,0.049,2.435,0.031,0.91,5.889,11.196,1.515,0.0,0.069,0.005,0.0,0.022,0.0,0.001,0.01,0.005,0.007,0.0,0.0,22.424,16.004,0.333,44.394,11.121,10.506,0.03,13.727,280.0,6.023,12.722,3.551,0.567,3.848,3.848,3.848,0.0,0.374,23.121,525.485,4.667,0.133,33.394,74.061,1.034,4.97,0.035,1.864,850.364,10.485,0.0,0.069,23.899,9.242,0.078,0.0,0.021,1.058,0.024,2.307,0.0,47.048,56.374,0.157,0.0
Salami,0.016,0.014,0.368,4.884,0.6,2.399,8.843,2.937,0.12,0.0,0.135,0.095,0.001,0.008,0.012,0.01,0.0,0.0,0.001,0.0,0.0,26.333,1.557,0.0,0.0,91.0,73.067,0.214,0.0,295.333,9.672,3.297,7.839,0.033,4.333,4.333,4.333,0.0,1.39,0.0,0.0,20.333,5.379,216.333,298.333,20.707,4.333,0.285,30.433,1534.333,0.78,0.0,0.393,22.253,4.333,1.22,0.0,0.442,0.0,0.833,0.367,0.0,1.5,51.727,2.64,0.0
Salisbury steak with gravy,0.01,0.008,0.192,2.492,0.389,1.172,4.217,1.327,0.059,0.001,0.094,0.03,0.003,0.001,0.004,0.002,0.004,0.0,0.0,0.0,0.0,47.0,6.78,0.0,0.0,33.0,46.8,0.083,0.0,149.0,4.798,1.483,3.982,1.0,13.0,13.0,13.0,0.0,0.95,0.0,0.0,17.0,1.32,127.0,144.0,6.98,2.0,0.118,7.5,509.0,0.26,0.0,0.059,10.47,2.0,0.41,0.0,0.131,0.0,0.0,0.23,0.0,1.7,74.19,0.75,0.0
Salsify,0.0,0.0,0.003,0.035,0.0,0.002,0.003,0.064,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,15.36,0.0,0.0,0.0,25.9,0.07,0.0,68.0,0.003,0.074,0.041,3.1,15.0,15.0,15.0,0.0,0.55,0.0,0.0,18.0,0.392,56.0,283.0,2.73,0.0,0.173,0.6,16.0,2.9,0.0,0.056,0.17,0.0,0.0,0.0,0.218,4.6,0.0,0.19,0.0,0.3,81.0,0.3,0.0
Salt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.1,38758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0
Sandwich spread,0.017,0.046,0.111,2.799,0.236,1.195,5.488,8.144,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.333,14.447,0.333,31.333,38.0,26.5,0.263,9.0,257.667,5.724,9.077,4.167,1.3,37.0,37.0,37.0,0.0,0.83,29.0,0.0,10.0,4.913,101.667,161.667,5.52,13.0,0.285,3.933,881.0,5.693,0.0,0.261,20.113,16.0,1.477,1.033,0.413,0.0,0.233,2.49,0.0,8.767,57.027,1.043,0.0
Sauce,0.007,0.005,0.02,0.56,0.007,0.263,1.476,2.013,0.226,0.0,0.023,0.002,0.0,0.007,0.0,0.001,0.005,0.003,0.002,0.0,0.0,33.0,17.629,8.375,162.208,3.208,11.362,0.085,8.167,123.958,1.515,2.243,0.925,0.983,11.167,10.5,10.875,0.375,0.918,72.5,2880.208,24.792,1.194,46.458,239.083,2.193,10.625,0.08,1.912,1294.0,10.322,0.0,0.037,5.022,24.875,0.064,0.0,0.103,4.817,0.108,0.912,0.0,8.975,70.902,0.228,0.0
Sauerkraut,0.001,0.001,0.0,0.028,0.0,0.003,0.013,0.034,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,30.0,4.28,5.0,8.0,0.0,10.4,0.096,0.0,19.0,0.013,0.067,0.034,2.9,24.0,24.0,24.0,0.0,1.47,295.0,0.0,13.0,0.143,20.0,170.0,0.91,0.0,0.022,0.6,661.0,1.78,0.0,0.021,0.14,1.0,0.0,0.0,0.13,14.7,0.0,0.14,0.0,13.0,92.52,0.19,0.0
Sausage,0.026,0.061,0.271,3.706,0.544,1.747,6.821,3.438,0.358,0.0,0.062,0.048,0.001,0.003,0.006,0.004,0.008,0.005,0.004,0.0,0.0,42.714,7.763,0.0,4.143,63.286,68.886,0.154,1.143,264.429,8.049,3.912,5.959,0.7,28.571,19.429,24.857,5.429,1.811,48.857,0.0,24.143,6.299,201.857,387.429,16.696,26.143,0.321,19.1,732.714,0.824,0.0,0.587,18.566,26.571,0.781,0.0,0.404,0.029,0.614,1.031,0.0,6.857,54.066,1.946,0.0
School Lunch,0.112,0.128,0.423,1.937,0.194,0.664,2.463,2.046,0.125,0.0,0.02,0.018,0.002,0.001,0.005,0.001,0.088,0.074,0.047,0.0,0.0,155.0,27.139,0.0,68.0,27.0,30.712,0.106,0.0,254.625,2.798,2.282,3.571,3.488,77.375,19.5,53.5,33.875,2.561,22.25,1448.375,38.5,3.929,277.75,314.625,14.209,42.875,0.27,23.512,459.875,4.51,0.0,0.234,9.919,48.375,1.251,0.0,0.176,0.362,0.075,0.904,0.0,6.238,46.566,1.775,0.0
Scrapple,0.009,0.014,0.167,2.993,0.394,1.549,5.66,1.349,0.259,0.0,0.102,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.06,0.0,0.0,49.0,72.4,0.212,0.0,213.0,6.156,1.664,4.732,0.3,5.0,5.0,5.0,0.0,1.89,0.0,0.0,13.0,2.273,76.0,158.0,8.06,626.0,0.287,17.4,482.0,0.2,0.0,0.116,13.87,626.0,0.31,0.0,0.12,2.5,0.3,0.15,0.0,3.4,62.47,1.06,0.0
Seaweed,0.0,0.0,0.017,0.409,0.053,0.025,0.068,0.185,0.119,0.001,0.006,0.008,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.857,21.091,0.0,545.714,0.0,26.471,1.085,0.0,113.429,0.129,0.375,0.455,2.171,209.0,209.0,209.0,0.0,9.641,0.0,0.0,200.857,2.459,73.143,467.429,10.893,0.0,0.744,2.586,339.857,1.243,0.0,0.374,1.384,45.571,0.0,0.0,0.133,8.3,0.0,2.087,0.0,18.929,61.803,1.856,0.0
Seeds,0.001,0.001,0.064,4.061,0.083,2.3,16.328,21.38,2.731,0.002,0.072,0.028,0.002,0.012,0.0,0.0,0.0,0.001,0.0,0.0,0.0,232.556,20.087,0.222,19.333,0.0,46.389,1.78,0.111,577.667,16.516,24.161,6.756,12.122,119.111,119.111,119.111,0.0,7.701,83.889,0.0,347.222,5.453,851.778,618.111,21.179,0.0,0.26,34.9,31.0,1.26,0.0,0.832,50.462,1.444,0.0,0.0,0.483,0.789,0.0,7.417,0.0,2.089,4.071,6.601,0.0
Shake,0.154,0.174,0.593,1.724,0.116,0.795,1.607,0.261,0.029,0.012,0.004,0.007,0.0,0.0,0.003,0.0,0.198,0.152,0.066,0.0,0.0,115.0,19.59,0.0,0.0,23.0,27.3,0.103,0.0,148.0,1.785,0.316,3.962,0.9,0.0,0.0,0.0,0.0,0.46,0.0,0.0,13.0,0.213,98.0,166.0,3.37,91.0,0.66,3.2,81.0,13.63,0.0,0.026,6.52,91.0,0.22,0.0,0.06,0.0,0.0,0.25,0.0,0.4,69.65,0.57,0.0
Sherbet,0.033,0.023,0.17,0.585,0.052,0.17,0.47,0.065,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.013,0.018,0.0,0.0,54.0,30.4,0.0,1.0,1.0,7.7,0.028,5.0,144.0,0.53,0.08,1.16,1.3,4.0,4.0,4.0,0.0,0.14,7.0,0.0,8.0,0.063,40.0,96.0,1.1,12.0,0.097,1.5,46.0,24.32,0.0,0.027,2.0,12.0,0.13,0.0,0.023,2.3,0.0,0.01,0.0,0.0,66.1,0.48,0.0
Shortening,0.0,0.0,0.214,12.333,0.051,9.367,42.022,28.143,1.935,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,884.0,42.17,30.078,22.465,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333,0.0,0.0,0.007,99.99,0.0,0.0,0.0,0.0,0.0,0.0,6.13,0.0,46.4,0.0,0.0,0.0
Shortening industrial,0.0,0.0,0.5,13.0,0.0,12.1,58.0,11.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,884.0,58.0,12.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13,0.0,43.0,0.0,0.0,0.0
Snack,0.035,0.036,0.265,4.037,0.125,1.568,5.683,6.596,0.164,0.0,0.033,0.002,0.001,0.004,0.0,0.0,0.052,0.014,0.018,0.0,4.0,233.667,58.06,0.0,3.333,0.333,54.567,0.39,0.0,475.667,5.849,6.764,6.134,3.167,86.333,53.667,73.0,19.333,4.747,3.0,0.0,64.667,4.681,234.333,504.667,13.223,506.667,0.698,12.733,382.333,24.817,44.667,0.733,21.64,507.0,0.52,0.3,0.471,4.133,0.533,6.727,0.807,6.533,4.397,1.81,0.0
Snacks,0.099,0.784,0.365,2.38,0.077,0.74,5.855,5.065,0.297,0.0,0.051,0.002,0.001,0.002,0.0,0.0,0.01,0.013,0.112,0.0,0.262,97.308,65.528,13.538,277.369,3.523,28.183,0.269,3.846,449.462,6.031,5.376,4.619,4.88,70.954,31.231,54.6,23.369,2.452,245.877,114.569,71.708,3.146,178.938,380.477,8.731,36.908,0.234,9.96,450.2,17.468,2.692,0.24,17.503,60.892,0.112,0.018,0.311,14.732,0.026,3.222,0.0,10.166,5.689,1.534,0.0
Soup,0.011,0.018,0.057,0.503,0.048,0.196,0.79,0.565,0.047,0.0,0.006,0.002,0.001,0.001,0.001,0.001,0.012,0.008,0.004,0.0,0.0,21.488,10.283,112.159,306.829,4.61,13.268,0.085,4.829,74.817,0.861,0.621,0.831,0.948,14.976,8.524,12.341,3.793,0.681,60.159,1080.524,9.463,0.938,48.927,142.207,2.992,5.89,0.072,4.435,837.854,2.074,0.0,0.113,2.489,36.378,0.423,0.0,0.048,1.616,0.022,0.376,0.0,5.882,81.807,0.396,0.0
Sour cream,0.406,2.21,1.458,2.113,0.138,1.306,1.695,0.152,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.118,0.322,0.0,0.0,102.5,9.082,0.0,14.25,19.75,14.4,0.025,0.0,149.75,1.947,0.239,8.273,0.0,8.25,8.25,8.25,0.0,0.13,0.0,0.0,9.25,0.053,74.0,178.25,4.0,69.25,0.128,3.75,99.0,1.885,0.0,0.03,11.055,70.5,0.255,0.0,0.015,0.45,0.125,0.36,0.0,1.5,75.212,0.612,0.0
Soy flour,0.0,0.0,0.02,1.059,0.02,0.375,2.053,4.803,0.665,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,32.157,0.0,40.0,0.0,131.2,2.862,0.0,377.667,2.076,5.468,1.471,14.367,313.0,313.0,313.0,0.0,7.937,0.0,0.0,334.667,3.294,614.333,2329.667,46.36,0.0,0.564,22.7,14.0,11.083,0.0,0.789,10.257,3.333,0.0,0.0,0.695,0.0,0.0,0.873,0.0,26.0,5.673,3.493,0.0
Soy protein isolate,0.0,0.0,0.008,0.31,0.008,0.104,0.637,1.453,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,190.9,1.599,0.0,335.0,0.645,1.648,0.422,0.0,176.0,176.0,176.0,0.0,14.5,0.0,0.0,39.0,1.438,776.0,81.0,88.32,0.0,0.1,0.8,1005.0,0.0,0.0,0.176,3.39,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,4.98,4.03,0.0
Soy sauce made from hydrolyzed vegetable protein,0.0,0.0,0.0,0.027,0.0,0.007,0.054,0.127,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.84,0.0,0.0,0.0,27.5,0.041,0.0,60.0,0.06,0.147,0.04,0.5,13.0,13.0,13.0,0.0,0.33,0.0,0.0,29.0,2.828,94.0,447.0,7.0,0.0,0.109,0.8,6820.0,1.3,0.0,0.042,0.51,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,68.02,0.23,0.0
Soy sauce made from soy (tamari),0.0,0.0,0.0,0.008,0.0,0.003,0.017,0.039,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.57,0.0,0.0,0.0,38.4,0.135,0.0,60.0,0.017,0.044,0.011,0.8,18.0,18.0,18.0,0.0,2.38,0.0,0.0,40.0,3.951,130.0,212.0,10.51,0.0,0.152,0.8,5586.0,1.7,0.0,0.059,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,66.0,0.43,0.0
Soy sauce made from soy and wheat (shoyu),0.0,0.0,0.0,0.044,0.0,0.006,0.061,0.178,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,5.26,0.0,0.0,0.0,24.55,0.046,0.0,55.0,0.065,0.2,0.054,0.75,29.0,29.0,29.0,0.0,1.4,0.0,0.0,71.5,1.668,166.0,393.5,8.595,0.0,0.202,0.5,4545.5,0.45,0.0,0.037,0.435,0.0,0.0,0.0,0.154,0.0,0.0,0.205,0.0,0.0,73.145,0.83,0.0
Soybean,0.0,0.0,0.022,0.86,0.022,0.289,1.766,4.032,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,6.9,0.0,25.0,0.0,62.5,0.38,0.0,151.0,1.789,4.572,1.172,0.0,22.0,22.0,22.0,0.0,5.6,0.0,0.0,228.0,0.5,222.0,199.0,12.5,0.0,0.14,16.8,20.0,1.6,0.0,0.0,8.1,2.0,0.0,0.0,0.07,0.0,0.0,0.6,0.0,4.6,70.9,1.72,0.0
Soybeans,0.0,0.0,0.033,1.365,0.035,0.464,2.829,6.442,0.863,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.667,15.037,4.0,45.667,0.0,71.0,0.522,4.0,240.667,2.867,7.305,1.863,8.167,115.0,115.0,115.0,0.0,3.45,0.0,0.0,97.0,0.967,247.667,780.0,21.743,0.0,0.161,9.0,58.0,2.573,0.0,0.153,12.94,4.0,0.0,0.0,0.182,4.067,0.0,0.49,0.0,46.733,47.983,1.777,0.0
Soymilk,0.0,0.0,0.0,0.082,0.0,0.027,0.213,0.476,0.061,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123.75,6.655,0.0,1.75,0.0,21.975,0.164,0.0,45.75,0.25,0.631,0.12,0.4,9.5,9.5,9.5,0.0,0.48,0.0,0.0,15.0,0.418,67.0,131.5,2.335,61.75,0.212,2.775,48.5,5.312,10.5,0.031,1.102,61.75,0.888,0.888,0.04,0.425,1.125,0.103,0.0,2.8,89.26,0.265,0.0
Soymilk (all flavors),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,4.14,0.0,1.0,0.0,17.9,0.125,0.0,28.0,0.0,0.036,0.0,0.2,7.0,7.0,7.0,0.0,0.35,0.0,0.0,10.0,0.323,87.0,105.0,2.47,61.0,0.174,1.8,57.0,3.65,0.0,0.022,0.04,61.0,0.23,0.23,0.024,0.0,1.0,0.08,0.0,2.3,92.67,0.1,0.0
Spices,0.149,0.074,1.261,1.044,0.129,0.353,2.984,2.116,0.651,0.0,0.194,0.006,0.0,0.377,0.007,0.0,0.0,0.004,0.049,0.0,0.0,852.96,58.768,115.52,3308.36,0.0,46.368,0.897,673.04,320.44,3.737,2.806,3.108,27.108,107.36,107.36,107.36,0.0,31.993,1974.0,19.32,275.28,4.688,307.36,1487.64,13.429,0.0,0.503,20.42,194.84,4.089,0.0,0.341,11.434,308.68,0.0,0.0,0.921,41.144,0.0,8.427,0.0,426.88,8.659,4.069,0.0
Spinach,0.0,0.0,0.006,0.069,0.003,0.002,0.003,0.015,0.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.8,3.958,0.0,6413.4,0.0,20.86,0.158,0.0,26.4,0.006,0.188,0.077,2.72,140.8,140.8,140.8,0.0,2.486,12484.4,0.0,79.8,0.51,49.6,403.6,3.256,0.0,0.193,3.08,128.4,0.482,0.0,0.072,0.518,534.4,0.0,0.0,0.169,11.98,0.0,2.498,0.0,470.16,90.7,0.56,0.0
Split pea soup,0.003,0.003,0.012,0.191,0.024,0.09,0.345,0.147,0.021,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.83,35.0,313.0,2.0,18.2,0.11,1.0,71.0,0.37,0.168,0.3,1.9,20.0,20.0,20.0,0.0,0.77,1286.0,7.0,14.0,0.457,54.0,183.0,3.85,0.0,0.029,0.3,166.0,5.06,0.0,0.07,0.92,28.0,0.01,0.0,0.073,0.0,0.0,0.2,0.0,36.1,82.4,0.4,0.0
Split pea with ham soup,0.0,0.1,0.008,0.129,0.023,0.057,0.257,0.115,0.019,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.4,90.0,201.0,3.0,22.3,0.1,5.0,68.0,0.282,0.135,0.294,1.9,29.0,29.0,29.0,0.0,0.7,18.0,0.0,14.0,0.695,54.0,204.0,4.0,0.0,0.038,0.3,196.0,1.57,0.0,0.083,0.7,21.0,0.03,0.0,0.048,1.0,0.0,0.06,0.0,2.6,82.8,0.49,0.0
